SYR,USA,76439
CMR,FRA,76793
POL,NOR,76898
HTI,FRA,77446
IRL,AUS,77513
URY,ESP,77706
POL,SWE,78175
IDN,AUS,78744
SEN,ITA,79102
LBR,USA,79240
MMR,MYS,79691
BTN,NPL,79823
CIV,MLI,80258
USA,ISR,80463
LKA,ITA,80543
POL,NLD,80639
UKR,ESP,80679
GRC,ALB,80778
ZAR,BEL,80800
JPN,THA,80957
RUS,ITA,81356
BLR,POL,81363
DEU,POL,81779
ETH,ISR,81880
GHA,GBR,81917
IRQ,IRN,81922
BGD,ITA,81934
BRA,PRY,82116
IDN,KWT,82139
HUN,USA,82590
GNQ,GAB,82825
TUR,GBR,82941
MKD,TUR,83000
NER,NGA,83047
DEU,BEL,83100
TUR,CHE,83199
SSD,SDN,83655
GRC,CAN,83910
CRI,USA,83920
PRY,ESP,84412
ARG,ITA,84532
ALB,USA,84665
ESP,GBR,84989
NLD,USA,85383
TUR,KAZ,85383
PRT,LUX,85716
GBR,THA,85850
CZE,SVK,86400
LAO,BGD,86526
LVA,RUS,86567
AZE,UKR,86741
BGR,DEU,86921
LBN,CAN,87536
GRC,TUR,87690
PAK,BHR,87892
NPL,USA,88109
LBN,DEU,88277
CIV,FRA,88450
HKG,GBR,88522
SAU,USA,88894
BOL,USA,89372
CAF,TCD,89598
MKD,USA,89837
USA,AUS,89957
PAK,QAT,90000
PRT,GBR,90314
CHN,FRA,90835
KAZ,UZB,91711
ECU,ITA,92228
ARM,USA,92671
LBR,CIV,92688
SWZ,ZAF,92854
BFA,GHA,92876
MMR,PAK,93057
SOM,GBR,93181
THA,MYS,93635
THA,DEU,93711
FRA,PRT,93781
CAN,GBR,94000
NLD,AUS,94894
CHE,FRA,94914
ITA,ESP,95038
ROM,CAN,95499
WBG,EGY,95528
DEU,KAZ,95824
HKG,AUS,96704
LBN,AUS,96800
CHN,DEU,97786
TUR,BEL,97800
CHN,NZL,98109
MWI,ZWE,98384
SOM,USA,98548
LKA,AUS,98792
RUS,LTU,99224
ESP,ARG,99294
ZAR,TZA,99858
LKA,QAT,100000
BGD,BHR,100444
SEN,GMB,100736
FRA,CAN,100896
GUY,CAN,101004
TUR,SAU,101310
ZAF,USA,101959
SOM,DJI,102305
JPN,BRN,102441
SOM,LBY,102471
EGY,LBN,102507
ESP,USA,103068
EGY,ITA,103111
ROM,GBR,103421
RUS,GEO,104549
ROM,ISR,105488
UGA,RWA,106501
GIN,CIV,106803
TUR,USA,106805
KOR,AUS,107360
IDN,USA,108600
IRN,CAN,108632
POL,FRA,109326
CHL,USA,109513
SRB,TUR,109701
TGO,NGA,109862
CUB,ESP,111919
PAN,USA,112222
KEN,USA,112604
AUS,GBR,112636
PER,ITA,113230
SRB,USA,113811
BRA,ITA,113929
MKD,DEU,114083
POL,IRL,114300
BRA,CHN,115347
SEN,FRA,115393
TUN,ITA,115588
ZWE,GBR,115708
PHL,HKG,116505
RUS,ISR,116632
MMR,USA,116775
ESP,DEU,116799
PAK,OMN,117208
SRB,HRV,118071
LBR,GIN,118353
PAK,SGP,118765
ITA,BEL,119600
MDG,FRA,119837
HUN,DEU,120000
IND,ITA,120224
UGA,SSD,120808
PHL,CHN,121320
VNM,KOR,122449
RUS,TKM,122476
BGD,MYS,122739
BIH,SVN,123200
BRA,ESP,123352
IRQ,DEU,123589
MAR,DEU,123589
RUS,KGZ,124085
LKA,CAN,124137
URY,ARG,125743
LBN,USA,126355
DEU,NLD,126587
MLI,NGA,126631
PHL,GBR,126972
NLD,BEL,127500
GBR,DEU,127664
RWA,ZAR,127677
VNM,FRA,127937
POL,ITA,128158
SRB,CHE,128392
NLD,CAN,128873
IRQ,SWE,128946
AFG,DEU,129023
NAM,ZAF,129488
PHL,ITA,129788
SYR,EGY,130253
BIH,USA,132255
SRB,AUT,132400
IDN,HKG,132985
LTU,GBR,133116
PRT,ESP,134000
LKA,GBR,134140
KWT,SAU,134184
KOR,CAN,135744
ITA,GBR,136187
GRC,AUS,136221
CAF,CMR,136478
BGD,QAT,137000
UKR,ISR,137472
DEU,RUS,137542
DEU,AUS,137677
UKR,CZE,138000
IND,SGP,138177
BRA,PRT,138664
FRA,GBR,139259
IDN,NLD,139260
PRT,BRA,139825
VNM,DEU,139887
RUS,EST,140200
PRT,DEU,141245
JOR,ARE,141490
SYR,KWT,142000
TGO,GHA,142688
JAM,CAN,142933
IRL,USA,143571
SDN,TCD,143685
EGY,QAT,143960
ERI,SDN,144170
POL,UKR,145106
MYS,AUS,145227
KEN,GBR,145403
JAM,GBR,145505
AGO,ZAR,145561
KSV,CHE,145882
PRK,KAZ,146487
FRA,ITA,146537
CZE,DEU,146677
USA,DEU,146677
GRC,USA,147498
BGD,OMN,148314
ISR,USA,148338
IRQ,LBN,148470
ZAR,BDI,148852
CHN,THA,149352
GHA,USA,149596
FRA,CHE,149737
ETH,SAU,150000
LKA,ARE,150000
CIV,LBR,150586
MDA,ITA,151313
CHN,GBR,151445
BIH,AUT,151700
SSD,UGA,151864
NLD,DEU,152000
ITA,ARG,152654
IDN,SGP,152681
BEL,FRA,152962
PHL,KWT,153292
SYR,IRQ,154204
IDN,BGD,154945
SDN,ARE,154968
DOM,ESP,155000
PAK,CAN,157118
PER,CHL,157700
MDA,UKR,157826
LKA,IND,158083
TCD,CMR,158431
IRN,DEU,158901
TUR,AUT,159200
BGR,ESP,159900
LBN,SAU,160000
MOZ,ZWE,160006
FIN,SWE,161129
AGO,PRT,161395
VEN,ESP,161700
FRA,DEU,162976
NGA,CMR,163831
SSD,ETH,165472
MAR,ISR,165963
BIH,DEU,166000
ZAF,AUS,166731
ZAR,UGA,169074
CHN,ESP,170000
RUS,LVA,170345
EGY,USA,171985
PRT,CAN,172749
KHM,USA,173462
MAR,NLD,173489
CHN,BGD,174487
PRT,USA,175027
RUS,AZE,175048
ZAR,RWA,175738
GHA,NGA,176493
FRA,BEL,179200
FRA,USA,179531
TKM,RUS,179802
COL,ECU,181115
ARG,USA,181766
BOL,ESP,184100
NGA,GBR,184314
VNM,CAN,184799
CHN,ITA,184911
PHL,QAT,185000
BGD,PAK,186114
ROM,USA,188638
USA,PRI,188954
UKR,UZB,189709
PHL,AUS,189969
SUR,NLD,191182
KSV,DEU,192941
PER,ESP,195000
POL,CAN,195712
ETH,USA,195805
LAO,USA,196959
MMR,BGD,197625
AUT,DEU,200000
NPL,ARE,200000
DEU,CAN,200414
IRQ,USA,200894
YEM,ARE,201451
MAR,BEL,201700
CHL,ARG,202290
PRT,CHE,202745
TUR,NLD,203483
BGD,USA,204065
DEU,AUT,205900
SSD,TCD,206427
CHE,ITA,207013
UKR,ITA,213303
ZAF,GBR,214009
SRB,DEU,216000
VEN,USA,218596
SOM,YEM,219888
AZE,ARM,221147
UKR,POL,221307
FRA,ESP,221500
RUS,MDA,221965
USA,GBR,222201
KOR,CHN,222276
VNM,AUS,225749
PHL,JPN,226179
BEN,NGA,226349
SLE,GIN,226415
UKR,BLR,227042
MYS,BGD,229245
HRV,DEU,230000
UKR,DEU,230000
DEU,ITA,230610
ITA,AUS,231650
UZB,UKR,231674
ROM,HUN,232793
BDI,TZA,233606
KAZ,UKR,234238
DEU,ESP,235400
GRC,DEU,236000
DEU,FRA,238107
PER,ARG,239581
BGD,GBR,239608
RUS,TJK,241702
HKG,USA,242170
WBG,SYR,242399
PAK,KWT,244281
UKR,KAZ,245351
TTO,USA,249001
HKG,CAN,249112
NGA,USA,252172
GBR,NZL,256158
BLR,UKR,258781
ITA,CHE,260746
IND,BHR,262855
TUR,FRA,262864
HRV,SRB,263656
ZAR,COG,266319
THA,USA,267919
ARG,ESP,270100
CHN,MAC,273862
NIC,USA,274293
EGY,JOR,276950
BGD,KWT,279169
WBG,LBY,280475
GBR,IRL,281100
GUY,USA,281371
NIC,CRI,281560
MDA,RUS,285023
SVK,CZE,289600
BIH,SRB,298835
JOR,SAU,300000
UZB,KAZ,304063
GBR,ZAF,305660
EGY,ARE,309300
IND,LKA,309489
LSO,ZAF,310925
DEU,GBR,311286
ESP,FRA,315179
USA,CAN,316649
IDN,ARE,320684
PAK,USA,339076
ITA,CAN,340444
NPL,QAT,341000
JPN,USA,345898
DEU,CHE,356974
IND,AUS,364764
BRA,JPN,365857
BRA,USA,368006
COL,ESP,369600
UKR,USA,376852
ITA,FRA,380356
CHN,SGP,380766
GBR,ESP,383600
IRN,USA,393414
MOZ,ZAF,394059
TUN,FRA,394748
MLI,CIV,400332
IRQ,JOR,401130
DEU,TUR,405056
ITA,USA,406190
SDN,SSD,407925
PHL,MYS,410149
ITA,DEU,411000
IRN,ARE,412400
IRL,GBR,412658
MAR,ITA,425188
GEO,RUS,436005
ROM,DEU,438000
RUS,USA,438458
PER,USA,447183
CHN,AUS,447407
ALB,ITA,449657
TJK,RUS,451778
PHL,CAN,454340
ECU,ESP,455000
HTI,DOM,458233
ECU,USA,472855
SOM,ETH,475183
PAK,GBR,476144
BOL,ARG,481781
SOM,KEN,482390
EGY,KWT,489023
POL,USA,498087
BIH,HRV,499059
AFG,SAU,500000
NPL,SAU,500000
SDN,SAU,500000
WBG,SAU,500000
ARM,RUS,510640
IND,QAT,545000
IND,CAN,547890
WBG,LBN,549341
LKA,SAU,550000
HND,USA,550694
NPL,IND,553050
CIV,BFA,557968
KGZ,RUS,572678
ALB,GRC,574840
NZL,AUS,582761
RUS,UZB,586089
SYR,TUR,593539
MMR,SAU,600000
CHN,CAN,639813
PRT,FRA,644206
IND,OMN,644704
CHN,JPN,655480
CHN,KOR,656846
POL,GBR,661482
HTI,USA,663860
PHL,SAU,670000
ZWE,ZAF,673724
GBR,CAN,674371
DEU,USA,680925
RUS,BLR,686316
KOR,JPN,699290
PHL,ARE,700000
BGR,TUR,712013
COL,USA,721533
SYR,JOR,724847
IND,KWT,730558
KAZ,DEU,740000
BLR,RUS,740148
AZE,RUS,743111
KHM,THA,750109
IND,GBR,756471
SYR,LBN,758411
GBR,USA,758919
IRQ,SYR,759225
JAM,USA,765043
MAR,ESP,773800
PRY,ARG,789820
YEM,SAU,800000
ROM,ESP,800400
IND,NPL,810172
COL,VEN,819024
USA,MEX,848576
CAN,USA,867411
LAO,THA,926427
MAR,FRA,927737
GTM,USA,929961
RUS,DEU,991000
DOM,USA,991046
BGD,ARE,1000000
SYR,SAU,1000000
ROM,ITA,1008169
MYS,SGP,1044994
IDN,MYS,1074737
UZB,RUS,1110593
PAK,IND,1126796
KOR,USA,1145196
POL,DEU,1198000
CUB,USA,1201164
GBR,AUS,1277474
EGY,SAU,1298388
PAK,ARE,1346984
SLV,USA,1371767
VNM,USA,1381076
IND,PAK,1395854
BFA,CIV,1455427
DZA,FRA,1455780
TUR,DEU,1490000
BGD,SAU,1500000
IDN,SAU,1500000
PAK,SAU,1500000
PRI,USA,1685015
MMR,THA,1892480
PHL,USA,1998932
IND,SAU,2000000
IND,USA,2060771
WBG,JOR,2114224
IND,ARE,2268200
CHN,HKG,2280210
AFG,IRN,2299676
AFG,PAK,2326275
RUS,KAZ,2367340
CHN,USA,2383831
KAZ,RUS,2479430
UKR,RUS,2939083
BGD,IND,3230025
RUS,UKR,3453506
MEX,USA,12950828
